Rank,City,State,Round,ABD,Amount INR CR,Final Category,Sub-Category,Project Name,IT/ITES
13,Coimbatore,Tamil Nadu,I,PAN,2,Governance,Command Centre,Control Room,Yes
13,Coimbatore,Tamil Nadu,I,PAN,2,Energy & Ecology,Ecology quality monitor,Equipments- sensors,Yes
14,Kakinada,Andhra Pradesh,I,ABD,30.46,Culture & Heritage,Theatre,Godavary Kalakshetram,No
14,Kakinada,Andhra Pradesh,I,ABD,40,Economy,Mall,Mall & Multiplex,No
14,Kakinada,Andhra Pradesh,I,ABD,26.57,Economy,Commercial Complex,Development of Boat Building Yard,No
14,Kakinada,Andhra Pradesh,I,ABD,5,Economy,Commercial Complex,Construction of cold storage at Yetimoga,No
14,Kakinada,Andhra Pradesh,I,ABD,2.6,Economy,Market,Hyegenic markets for fish processing and packing units,No
14,Kakinada,Andhra Pradesh,I,ABD,1.5,Economy,Skill Development,Skill Development Centre at Ramaraopeta,No
14,Kakinada,Andhra Pradesh,I,ABD,1,Economy,Skill Development,Skill Development Centre for women,No
14,Kakinada,Andhra Pradesh,I,ABD,17,Economy,Hotel ,Convention Centre and Budget Hotel,No
14,Kakinada,Andhra Pradesh,I,ABD,7.4,Economy,Market,Upgradation of food vegetables and meat markets (3 markets),No
14,Kakinada,Andhra Pradesh,I,ABD,1,Economy,Vendor,Infrastructure for vending zones,No
14,Kakinada,Andhra Pradesh,I,ABD,5.6,Economy,Restaurant,Upgradation of  Eataries for hygine food,No
14,Kakinada,Andhra Pradesh,I,ABD,0.5,Health & Education,Health,E Health component,Yes
14,Kakinada,Andhra Pradesh,I,ABD,50,Health & Education,Health,ESI Hospital (100 beds),No
14,Kakinada,Andhra Pradesh,I,ABD,0.38,Health & Education,Education,Science centre,No
14,Kakinada,Andhra Pradesh,I,ABD,5.02,Health & Education,Education,Upgradation of School Infrastructure,No
14,Kakinada,Andhra Pradesh,I,ABD,5.83,Health & Education,Education,E-Pathashala in 23 schools with 160 Classrooms,Yes
14,Kakinada,Andhra Pradesh,I,ABD,3.5,Energy & Ecology,Ecology Open Spaces,Improvement of Greenery in Gandhinagar Park,No
14,Kakinada,Andhra Pradesh,I,ABD,6,Energy & Ecology,Ecology Open Spaces,Improvement of Greenery in Raja Tank Park,No
14,Kakinada,Andhra Pradesh,I,ABD,0.3,Energy & Ecology,Ecology Water Body,Fountain Raja Tank,No
14,Kakinada,Andhra Pradesh,I,ABD,7.2,Energy & Ecology,Ecology plantation,Road Side Plantation and greenary,No
14,Kakinada,Andhra Pradesh,I,ABD,0.33,Energy & Ecology,Ecology IT,Geo-Tagging,Yes
14,Kakinada,Andhra Pradesh,I,ABD,0.48,Energy & Ecology,Ecology infrastructure,Watering Facilities,No
14,Kakinada,Andhra Pradesh,I,ABD,74.88,Housing,EWS Housing,Construction of 1560 Pucca Households which are Kutcha (weaker section),No
14,Kakinada,Andhra Pradesh,I,ABD,153.6,Housing,EWS Housing,Construction of 3200 Pucca Households which are Semi-Pucca,No
14,Kakinada,Andhra Pradesh,I,ABD,89.04,Transport,Pedestrian Infrastructure,Smart Pedestrian Facilities (Footpath Construction with RCC Box ducts),No
14,Kakinada,Andhra Pradesh,I,ABD,10,Transport,NMT,Smart NMT Facilities (Cycle Tracks on roads),No
14,Kakinada,Andhra Pradesh,I,ABD,4.43,Transport,NMT,Public Bicycling Sharing System,No
14,Kakinada,Andhra Pradesh,I,ABD,2.5,Transport,Traffic,Junction Improvements with Smart Signalisation,No
14,Kakinada,Andhra Pradesh,I,ABD,1,Transport,Para Transit,E-rickshaws,No
14,Kakinada,Andhra Pradesh,I,ABD,4.8,Transport,Roads,Junction Improvements (Minor Junctions),No
14,Kakinada,Andhra Pradesh,I,ABD,4,Transport,Pedestrian Infrastructure,Elevated Skyway (RTC Complex to Railway Station),No
14,Kakinada,Andhra Pradesh,I,ABD,4,Transport,Public Transit,Smart Bus Shelters with Smart E-Toilets,Yes
14,Kakinada,Andhra Pradesh,I,ABD,50,Transport,Public Transit,Smart Bus Terminus (RTC Complex),Maybe
14,Kakinada,Andhra Pradesh,I,ABD,0.1,Governance,Security Surveillance,CCTV Cameras,Yes
14,Kakinada,Andhra Pradesh,I,ABD,0.35,Governance,Security Surveillance,PTZ Cameras,Yes
14,Kakinada,Andhra Pradesh,I,ABD,3,Transport,Parking,Smart Off-Street Parking Development @ MC Laurance School,Yes
14,Kakinada,Andhra Pradesh,I,ABD,5,Transport,Parking,Multi-Level Parking @ Santa Cheruvu,No
14,Kakinada,Andhra Pradesh,I,ABD,1.8,Transport,Signage,Signage and bulletin boards,No
14,Kakinada,Andhra Pradesh,I,ABD,6.75,Transport,Roads,Road Markings with solar studs,No
14,Kakinada,Andhra Pradesh,I,ABD,6,Transport,Roads,Pratapnagar Bridge including road widening,No
14,Kakinada,Andhra Pradesh,I,ABD,6,Transport,Roads,Ramya Hospital Road including road widening,No
14,Kakinada,Andhra Pradesh,I,ABD,74,Transport,Roads,Construction of ROB at Kondayyapalem level crossing (Railway km 11 /19-20),No
14,Kakinada,Andhra Pradesh,I,ABD,3.25,Transport,Roads,Construction of bridge on East Yeleru drain at Indrapalem lock,No
14,Kakinada,Andhra Pradesh,I,ABD,10,Transport,Roads,Construction of Approach Road to NTR Bridge for temple street,No
14,Kakinada,Andhra Pradesh,I,ABD,84.5,Transport,Roads,Construction of ROB at Port area level crossing and salt creek,No
14,Kakinada,Andhra Pradesh,I,ABD,4.4,IT,Integration,100% IT Connectivity in the area,Yes
14,Kakinada,Andhra Pradesh,I,ABD,40,Energy & Ecology,Energy Solar,Installation of roof top solar projects on Govt. buildings,No
14,Kakinada,Andhra Pradesh,I,ABD,112.8,Energy & Ecology,Energy Solar,Installation of roof top solar projects on Apartments,No
14,Kakinada,Andhra Pradesh,I,ABD,264.8,Water & Sanitation,Sanitation Sewerage,Construction of 140km sewerage network and 13 MLD STP,No
14,Kakinada,Andhra Pradesh,I,ABD,5,Water & Sanitation,Water Quality Control,Online Water Quality Monitoring,Yes
14,Kakinada,Andhra Pradesh,I,ABD,16.1,Water & Sanitation,Water Metering,Installation of Automatic Smart Water Meters,Yes
14,Kakinada,Andhra Pradesh,I,ABD,5,Water & Sanitation,Water Metering,implementation of SCADA,Yes
14,Kakinada,Andhra Pradesh,I,ABD,4,Water & Sanitation,Water Recycling,Reuse of filter backwash water from WTP,No
14,Kakinada,Andhra Pradesh,I,ABD,30.28,Energy & Ecology,Energy Solar,Solar LED Street Lights,No
14,Kakinada,Andhra Pradesh,I,ABD,7.74,Energy & Ecology,Energy LED Lighting,LED lights to all HHs,No
14,Kakinada,Andhra Pradesh,I,ABD,96.8,Miscellaneous,Utility Duct,UG Wiring + SS construction + SCADA + Telecome cabling + IT enabled Customer Support,Yes
14,Kakinada,Andhra Pradesh,I,ABD,0.76,Water & Sanitation,Sanitation Toilets,Development of 508 Indivudual Toilets,No
14,Kakinada,Andhra Pradesh,I,ABD,0.768,Water & Sanitation,Sanitation Vehicles,Deployment of 64 e-Tricycles,Maybe
14,Kakinada,Andhra Pradesh,I,ABD,0.5425,Water & Sanitation,Sanitation Bins,Deployment of 217 HDPE Bins(1100 litres),No
14,Kakinada,Andhra Pradesh,I,ABD,1.5,Water & Sanitation,Sanitation Compactor,Deployment of 6 Compactors,No
14,Kakinada,Andhra Pradesh,I,ABD,4.2,Water & Sanitation,Sanitation Mechanisation,Deployment of 6 Sweeping Machines,No
14,Kakinada,Andhra Pradesh,I,ABD,0.1,Water & Sanitation,Sanitation Miscellaneous,Other Equipment & PPE,No
14,Kakinada,Andhra Pradesh,I,ABD,36,Water & Sanitation,Sanitation SWM,provision for bio-metanization plants,No
14,Kakinada,Andhra Pradesh,I,ABD,5.5845,Governance,Security Surveillance,Installation of 1220 CCTV Cameras and Contol Room,Yes
14,Kakinada,Andhra Pradesh,I,ABD,307.0383,Water & Sanitation,Sanitation Drainage,Construction of 254km (both sides of roads) SW Drains including outfalls and culverts,No
14,Kakinada,Andhra Pradesh,I,ABD,92,Water & Sanitation,Water Supply,Development along Commercial canal from Indrapalem Lock to Jaganaickpur old Bridge,No
14,Kakinada,Andhra Pradesh,I,ABD,14,Energy & Ecology,Energy Gas,Development of piped gas network,No
14,Kakinada,Andhra Pradesh,I,PAN,0,Water & Sanitation,Water Metering,SCADA water quality meters smart water meters,Yes
14,Kakinada,Andhra Pradesh,I,PAN,0,Water & Sanitation,Water Metering,SCADA for wastewater,Yes
14,Kakinada,Andhra Pradesh,I,PAN,0,Governance,Security Surveillance,CCTV cameras to monitor traffic congestion accidents crime and weather,Yes
14,Kakinada,Andhra Pradesh,I,PAN,0,Transport,Traffic,Smart signals,Yes
14,Kakinada,Andhra Pradesh,I,PAN,0,Transport,Parking,Smart parking meters,Yes
14,Kakinada,Andhra Pradesh,I,PAN,0,Water & Sanitation,Water Metering,SCADA and smart automatic meters for power supply,Yes
14,Kakinada,Andhra Pradesh,I,PAN,0,Governance,Governance,Geo-tagging of assets,Yes
14,Kakinada,Andhra Pradesh,I,PAN,0,Health & Education,Education,Biometric and progress monitoring system in government schools,Yes
14,Kakinada,Andhra Pradesh,I,PAN,0,Health & Education,Health,e-health system to track health records and medical supplies,Yes
14,Kakinada,Andhra Pradesh,I,PAN,0,Energy & Ecology,Ecology quality monitor,Automatic air pollution monitoring system,Yes
14,Kakinada,Andhra Pradesh,I,PAN,0,Water & Sanitation,Water Metering,Water level indicators and water quality meters for water bodies,Yes
14,Kakinada,Andhra Pradesh,I,PAN,0,Governance,Security emergency response,Emergency response system,Maybe
14,Kakinada,Andhra Pradesh,I,PAN,0,IT,Mapping,GPS to track all government vehicles,Yes
14,Kakinada,Andhra Pradesh,I,PAN,0,IT,Mapping,GPS to track all fishermen vessels,Yes
14,Kakinada,Andhra Pradesh,I,PAN,0,Governance,Disaster Management Sea,Systems to synchronisation with INCOIS regarding tsunami high wave and storm surge warnings,Yes
14,Kakinada,Andhra Pradesh,I,PAN,0,Governance,Governance,e-poura kendras (kiosk) to support citizens who are not internet friendly in payment of taxes user charges and lodge complaints,Yes
14,Kakinada,Andhra Pradesh,I,PAN,0,Governance,Governance,Integrated mobile app to connect the citizens with the system,Yes
14,Kakinada,Andhra Pradesh,I,PAN,0,Governance,Command Centre,Computers servers cloud internet etc. to connect all the devises and big data analysis,Yes
14,Kakinada,Andhra Pradesh,I,PAN,0,Governance,Command Centre,Command and control room,Yes
14,Kakinada,Andhra Pradesh,I,PAN,0.92,Water & Sanitation,Sanitation ICT,ICT Based MSW Management,Yes
14,Kakinada,Andhra Pradesh,I,PAN,126,IT,IT Miscellaneous,ICT Based Urban Services,Yes
14,Kakinada,Andhra Pradesh,I,PAN,0,IT,IT Miscellaneous,Smart phones to all the government employees to keep connected,Yes
15,Belgaum,Karnataka,I,ABD,46,Governance,Governance,Dharamnath Circle,Maybe
15,Belgaum,Karnataka,I,ABD,38,Governance,Governance,Ramteerth Nagar,Maybe
15,Belgaum,Karnataka,I,ABD,29,Governance,Governance,Mahantesh Nagar,Maybe
15,Belgaum,Karnataka,I,ABD,43,Governance,Governance,First Rly Gate Opp. Kalamandir,Maybe
15,Belgaum,Karnataka,I,ABD,11.4,Governance,Governance,Fort Road,Maybe
15,Belgaum,Karnataka,I,ABD,26,Culture & Heritage,Heritage Park,Development of a Heritage Park,No
15,Belgaum,Karnataka,I,ABD,15,Energy & Ecology,Ecology Open Spaces,Theme-based development/Improvement of Neighborhood Parks & Recreational Spaces,No
15,Belgaum,Karnataka,I,ABD,5,Energy & Ecology,Ecology plantation,Urban afforeastation through block plantations,No
15,Belgaum,Karnataka,I,ABD,2,Energy & Ecology,Ecology plantation,Avenue Plantation,No
15,Belgaum,Karnataka,I,ABD,14,Culture & Heritage,Visual Art & Science,Art Gallery Cum Exhibition Center and Children Science Park,No
15,Belgaum,Karnataka,I,ABD,1,Energy & Ecology,Ecology cattle,Rehabitilation of Cattle and Pigs,No
15,Belgaum,Karnataka,I,ABD,2,Transport,Parking,Parking for Private buses Mini LCV on Hires charges,No
15,Belgaum,Karnataka,I,ABD,1,Water & Sanitation,Water Rain Water Harvesting,Rain Water Harvesting and composting facilities in parks and gardens,No
15,Belgaum,Karnataka,I,ABD,10,Energy & Ecology,Ecology Water Body,Improvement of Lakes,No
15,Belgaum,Karnataka,I,ABD,9,Water & Sanitation,Water Metering,Water Metering,Yes
15,Belgaum,Karnataka,I,ABD,8.5,Energy & Ecology,Energy Metering,Smart Electricity Metering,Yes
15,Belgaum,Karnataka,I,ABD,5,Energy & Ecology,Energy LED Lighting,Energy Efficiency Program for Street lighting,No
15,Belgaum,Karnataka,I,ABD,168,Miscellaneous,Utility Duct,UG - LT Cabling,No
15,Belgaum,Karnataka,I,ABD,15,Energy & Ecology,Ecology Miscellaneous,Air Quality Water Quality Recharge of Water Bodies,Yes
15,Belgaum,Karnataka,I,ABD,84,Housing,EWS Housing,Development of Affordable Housing for EWS,No
15,Belgaum,Karnataka,I,ABD,43.52,Housing,EWS Housing,EWS Housing in Approved BUDA Layout,No
15,Belgaum,Karnataka,I,ABD,8,Economy,Skill Development,Skill Development Center,No
15,Belgaum,Karnataka,I,ABD,62,Miscellaneous,Utility Duct,Multi-utility UG Ducting,No
15,Belgaum,Karnataka,I,ABD,45,Transport,Pedestrian Infrastructure,Pedestrian friendly Pathways,No
15,Belgaum,Karnataka,I,ABD,17,Transport,NMT,Cycle Tracks,No
15,Belgaum,Karnataka,I,ABD,125.5,Transport,Roads,Carriageway Improvement,No
15,Belgaum,Karnataka,I,ABD,110,Transport,Public Transit,Improvement of Central Bus Terminus & City Bus Terminus,No
15,Belgaum,Karnataka,I,ABD,129,Transport,Roads,Flyover,No
15,Belgaum,Karnataka,I,ABD,56,Transport,Roads,Underpass,No
15,Belgaum,Karnataka,I,ABD,101,Transport,Roads,ROB,No
15,Belgaum,Karnataka,I,ABD,4,Transport,Roads,Improvement of Road Junction Ambience,No
15,Belgaum,Karnataka,I,ABD,53,Economy,Market,Development of modern market at Tilakwadi (Kalamandir),No
15,Belgaum,Karnataka,I,ABD,89,Economy,Market,Development of modern market at Dharamnath Circle,No
15,Belgaum,Karnataka,I,ABD,3.75,Health & Education,Sports,Swimming Pool and Badminton Court,No
15,Belgaum,Karnataka,I,ABD,156,Water & Sanitation,Sanitation Sewerage,Construction of STP Uncovered UGD Improvement/Rehabitilation of sewerage lines,No
15,Belgaum,Karnataka,I,ABD,1.5,Water & Sanitation,Sanitation Toilets,Public Urinals & Toilets,No
15,Belgaum,Karnataka,I,ABD,9,Water & Sanitation,Water Supply,Road Side Drinking Water Kiosks,No
15,Belgaum,Karnataka,I,ABD,0.5,Transport,Public Transit,Bus Shelters,No
15,Belgaum,Karnataka,I,ABD,3,Culture & Heritage,Tourism,Tourist Guidance Centers,No
15,Belgaum,Karnataka,I,ABD,3,Health & Education,Health,Trauma Center (Dharamnath Circle),No
15,Belgaum,Karnataka,I,ABD,8,Water & Sanitation,Sanitation SWM,Solid Waste Management including RDF Plant,No
15,Belgaum,Karnataka,I,ABD,70,Water & Sanitation,Sanitation Drainage,Primary & Secondary Drains,No
15,Belgaum,Karnataka,I,ABD,5,Health & Education,Health,Upgradation of Primary Health Centers,No
15,Belgaum,Karnataka,I,PAN,12,Governance,Command Centre,Central Command Center,Yes
15,Belgaum,Karnataka,I,PAN,12,Governance,Governance,E-Governance (Applications 3P Services),Yes
15,Belgaum,Karnataka,I,PAN,51.5,Energy & Ecology,Energy Metering,Smart Metering for Electricity,Yes
15,Belgaum,Karnataka,I,PAN,53,Water & Sanitation,Water Metering,Smart Metering  Water Supply,Yes
15,Belgaum,Karnataka,I,PAN,45,IT,Wifi,IT Connectivity,Yes
15,Belgaum,Karnataka,I,PAN,195,Energy & Ecology,Energy Solar,Solar Rooftop Paneling (30MW),No
15,Belgaum,Karnataka,I,PAN,186,Energy & Ecology,Energy Renewable,Wind Power Generation (30 MW),No
15,Belgaum,Karnataka,I,PAN,29,Energy & Ecology,Energy LED Lighting,Energy Efficiency - LED Street Lighting,No
15,Belgaum,Karnataka,I,PAN,316.27,Energy & Ecology,Energy Distribution Network,UG - HT Line,No
15,Belgaum,Karnataka,I,PAN,427,Water & Sanitation,Water Supply,24x7 Water Supply - Phase I,No
15,Belgaum,Karnataka,I,PAN,38,Water & Sanitation,Sanitation SWM,Integrated SWM,No
15,Belgaum,Karnataka,I,PAN,10,Transport,Traffic,Intelligent traffic management system,Yes
15,Belgaum,Karnataka,I,PAN,10,Economy,Vendor,Non Vehicle street / Zones and Hawkers zone,No
15,Belgaum,Karnataka,I,PAN,21,Transport,Public Transit,Priority Bus Lanes,No
15,Belgaum,Karnataka,I,PAN,130,Transport,Public Transit,Bus Terminals With Multi-Utility Facilitation Centers,No
15,Belgaum,Karnataka,I,PAN,1,Transport,Public Transit,Smart Bus Shelters,Maybe
15,Belgaum,Karnataka,I,PAN,1,Transport,Para Transit,Paratransit,No
15,Belgaum,Karnataka,I,PAN,0.8,Transport,Para Transit,Battery operated Autorickshaws (Retrofitting Kit),No
15,Belgaum,Karnataka,I,PAN,23.4,Transport,Public Transit,Retrofitting Mini Buses of NWKRTC,No
15,Belgaum,Karnataka,I,PAN,67,Transport,Pedestrian Infrastructure,Pedestrian friendly Pathway,No
15,Belgaum,Karnataka,I,PAN,68,Transport,NMT,Cycle Tracks,No
15,Belgaum,Karnataka,I,PAN,8.5,Transport,Roads,Improvement of Road Junction Ambience,No
15,Belgaum,Karnataka,I,PAN,150,Energy & Ecology,Energy Gas,City Gas Distribution,No
15,Belgaum,Karnataka,I,PAN,350,Health & Education,Health,Super-specialty hospital at BIMS,No
15,Belgaum,Karnataka,I,ABD,25,Culture & Heritage,Culture & Heritage Restoration,Development of Fort and Moat Precincts,No
16,Udaipur,Rajasthan,I,ABD,58,Water & Sanitation,Water Supply,Water Supply,No
16,Udaipur,Rajasthan,I,ABD,139,Water & Sanitation,Sanitation Sewerage,Sewerage,No
16,Udaipur,Rajasthan,I,ABD,129,Energy & Ecology,Energy Distribution Network,Power Supply,No
16,Udaipur,Rajasthan,I,ABD,148,Miscellaneous,Utility Duct,Drains Relaying road & utility duct,No
16,Udaipur,Rajasthan,I,ABD,90,Energy & Ecology,Energy Gas,Piped Natural Gas,No
16,Udaipur,Rajasthan,I,ABD,82,Energy & Ecology,Energy Solar,Solar Power Generation,No
16,Udaipur,Rajasthan,I,PAN,12,IT,Mapping,GIS Technology for entire city,Yes
16,Udaipur,Rajasthan,I,PAN,68,Water & Sanitation,Water Metering,Smart Metres- Water,Yes
16,Udaipur,Rajasthan,I,PAN,72,Energy & Ecology,Energy Metering,Smart Metres- Electrical,Yes
16,Udaipur,Rajasthan,I,PAN,62,Transport,Public Transit,City Bus With Smart bus shelters,Maybe
16,Udaipur,Rajasthan,I,PAN,81,Transport,Para Transit,GPS Enablement Of IPT,Yes
16,Udaipur,Rajasthan,I,PAN,33,Transport,Parking,Parking Management with VMS sensors,Yes
16,Udaipur,Rajasthan,I,PAN,6,Governance,Security Surveillance,Smart signal TIIMC Surveillance system App,Yes
16,Udaipur,Rajasthan,I,ABD,138,Transport,Transport Miscellaneous,Walled City Transport Infra,No
16,Udaipur,Rajasthan,I,ABD,2,Miscellaneous,Miscellaneous,Other Costs,No
16,Udaipur,Rajasthan,I,ABD,63,Culture & Heritage,Culture & Heritage Restoration,Heritage & Street Light,No
16,Udaipur,Rajasthan,I,ABD,14,Miscellaneous,Multiple,Social Infra Solid Waste Fire Fighting & Environment Lakes,No
17,Guwahati,Assam,I,ABD,80,Energy & Ecology,Ecology total,ONLY TOTAL GIVEN,No
17,Guwahati,Assam,I,ABD,0,Water & Sanitation,Sanitation Treatment Plant,Construction  of Treatment Plant,No
17,Guwahati,Assam,I,ABD,0,Energy & Ecology,Ecology Water Body,Cleaning & Re-section of Beel (Lake),No
17,Guwahati,Assam,I,ABD,0,Energy & Ecology,Ecology Open Spaces,Development  of parks,No
17,Guwahati,Assam,I,ABD,421,Energy & Ecology,Ecology total,ONLY TOTAL GIVEN,No
17,Guwahati,Assam,I,ABD,0,Water & Sanitation,Sanitation Sewerage,Treatment Plant at every one Kilometer,No
17,Guwahati,Assam,I,ABD,0,Water & Sanitation,Sanitation Drainage,Cleaning & Re-section of Drain,No
17,Guwahati,Assam,I,ABD,0,Water & Sanitation,Sanitation Miscellaneous,Construction  of Embankment  & Compaction,No
17,Guwahati,Assam,I,ABD,0,Energy & Ecology,Energy Solar,Solar,No
17,Guwahati,Assam,I,ABD,0,Transport,NMT,Walkway & Cycling Track,No
17,Guwahati,Assam,I,ABD,0,Economy,Market,Shops etc.,No
17,Guwahati,Assam,I,ABD,0,Economy,Hotel ,Restaurants over Bridges etc.,No
17,Guwahati,Assam,I,ABD,296,Energy & Ecology,Ecology total,ONLY TOTAL GIVEN,No
17,Guwahati,Assam,I,ABD,0,Water & Sanitation,Sanitation Sewerage,Treatment  Plant  at every one    Kilometer,No
17,Guwahati,Assam,I,ABD,0,Water & Sanitation,Sanitation Drainage,Cleaning & Re-section of Drain,No
17,Guwahati,Assam,I,ABD,0,Water & Sanitation,Sanitation Miscellaneous,Construction  of Embankment  & Compaction,No
17,Guwahati,Assam,I,ABD,0,Energy & Ecology,Energy Solar,Solar,No
17,Guwahati,Assam,I,ABD,0,Transport,NMT,Walkway & Cycling Track,No
17,Guwahati,Assam,I,ABD,0,Economy,Market,Shops etc.,No
17,Guwahati,Assam,I,ABD,0,Economy,Hotel ,Restaurants over Bridges etc.,No
17,Guwahati,Assam,I,ABD,532,Energy & Ecology,Ecology total,ONLY TOTAL GIVEN,No
17,Guwahati,Assam,I,ABD,0,Energy & Ecology,Ecology Water Body,Embankment (Filling and cutting of earth),No
17,Guwahati,Assam,I,ABD,0,Energy & Ecology,Ecology Water Body,Construction  of Concrete sloping wall with rock filling,No
17,Guwahati,Assam,I,ABD,0,Energy & Ecology,Ecology Water Body,Construction  of Infrastructure  work,No
17,Guwahati,Assam,I,ABD,0,Energy & Ecology,Ecology total,incomeplete amounts,No
17,Guwahati,Assam,I,ABD,250,Energy & Ecology,Ecology Miscellaneous,Base Work - Development  for half area,No
17,Guwahati,Assam,I,PAN,150,IT,Transport,ONLY TOTAL GIVEN,Yes
17,Guwahati,Assam,I,PAN,0,IT,Transport,Development  of ICT application,Yes
17,Guwahati,Assam,I,PAN,0,IT,Transport,Development  of Hydraulic Information System,Yes
17,Guwahati,Assam,I,PAN,0,IT,Mapping,Installation of GPS WIfi network Computer and other electrical equipment,Yes
17,Guwahati,Assam,I,PAN,432,Transport,Public Transit,ONLY TOTAL GIVEN,No
17,Guwahati,Assam,I,PAN,0,Transport,Public Transit,Construction  of Bus Bay  & Bus Stop with all facilities on all two lane roads,No
17,Guwahati,Assam,I,PAN,0,Transport,Public Transit,Marking of Bus bay on three lane road,No
17,Guwahati,Assam,I,PAN,40,Transport,Pedestrian Infrastructure,ONLY TOTAL GIVEN,No
17,Guwahati,Assam,I,PAN,0,Transport,Pedestrian Infrastructure,Construction  of Footpath,No
17,Guwahati,Assam,I,PAN,0,Transport,Pedestrian Infrastructure,Construction  of Road crossing,No
17,Guwahati,Assam,I,ABD,0,Culture & Heritage,Culture & Heritage Infrastructure ,Construction  of Infrastructure - solarwalkways shops etc.,No
17,Guwahati,Assam,I,ABD,40,Miscellaneous,Miscellaneous,Adjustment (Totaling Mistake in Proposal),No
18,Chennai,Tamil Nadu,I,ABD,0.8,Energy & Ecology,Energy Distribution Network,Microgrid management system at primary distribution substations,Maybe
18,Chennai,Tamil Nadu,I,ABD,172.5,Energy & Ecology,Energy Distribution Network,Electrical & ICT utility Corridor,Yes
18,Chennai,Tamil Nadu,I,ABD,88.5,Energy & Ecology,Energy Metering,Smart metering,Yes
18,Chennai,Tamil Nadu,I,ABD,5.31,Energy & Ecology,Energy Solar,Installing roof top solar system in public buildings,No
18,Chennai,Tamil Nadu,I,ABD,0,Energy & Ecology,Energy LED Lighting,Energy Efficent LED Street Lighting,No
18,Chennai,Tamil Nadu,I,ABD,2.64,Energy & Ecology,Energy LED Lighting,Converting 250W HPSV luminaires on Main roads to 120W LED luminaries,No
18,Chennai,Tamil Nadu,I,ABD,3.12,Energy & Ecology,Energy LED Lighting,Converting 40W FTL luminaires on Main roads to 20W LED luminaries,No
18,Chennai,Tamil Nadu,I,ABD,28.72,Water & Sanitation,Water Supply,Water supply network augmentation / rehablitation,No
18,Chennai,Tamil Nadu,I,ABD,1,Water & Sanitation,Water Metering,Electromagnatic Flow meter for water supply network,No
18,Chennai,Tamil Nadu,I,ABD,173.33,Water & Sanitation,Water Supply,Reliable source augmentation (Desalination Plant) for 24 X 7 water supply,No
18,Chennai,Tamil Nadu,I,ABD,2,Water & Sanitation,Water Supply,Augmentation of existing pump stations including future requirement,No
18,Chennai,Tamil Nadu,I,ABD,1,Water & Sanitation,Water Quality Control,Water pressure and quality moniotoring meter,Yes
18,Chennai,Tamil Nadu,I,ABD,15.12,Water & Sanitation,Sanitation Sewerage,Sewerage network augmentation / rehablitation,No
18,Chennai,Tamil Nadu,I,ABD,1.51,Water & Sanitation,Sanitation ICT,Installation of sensors at statergic Location,Yes
18,Chennai,Tamil Nadu,I,ABD,4,Water & Sanitation,Sanitation Sewerage,Waste water recycling (Parks medians gardens etc),No
18,Chennai,Tamil Nadu,I,ABD,1.6,Water & Sanitation,Sanitation Sewerage,Augmentation of existing pump stations,No
18,Chennai,Tamil Nadu,I,ABD,117,Water & Sanitation,Sanitation Drainage,Augmentation of extisting storm water network,No
18,Chennai,Tamil Nadu,I,ABD,1,Water & Sanitation,Sanitation ICT,Installation of level sensors at statergic locations along stom water drains,Yes
18,Chennai,Tamil Nadu,I,ABD,4,Water & Sanitation,Sanitation Drainage,Rain Water Harvesting @ every 30 mts intervals,No
18,Chennai,Tamil Nadu,I,ABD,0.81,Water & Sanitation,Sanitation Bins,Collection bins including sensors,Yes
18,Chennai,Tamil Nadu,I,ABD,0.08,Water & Sanitation,Sanitation ICT,Vehicle monitoring system,Yes
18,Chennai,Tamil Nadu,I,ABD,0.27,Water & Sanitation,Sanitation ICT,Geofencing of collection bins,Yes
18,Chennai,Tamil Nadu,I,ABD,10,Water & Sanitation,Sanitation SWM,Modernisation of transfer station,No
18,Chennai,Tamil Nadu,I,ABD,38,IT,Wifi,WiFi zones and hot spots,Yes
18,Chennai,Tamil Nadu,I,ABD,0.4,Governance,Security Surveillance,City surveillance system,Yes
18,Chennai,Tamil Nadu,I,ABD,2.4,Transport,Traffic,Digital signages and billboards,Yes
18,Chennai,Tamil Nadu,I,ABD,1,Governance,Governance,Website for e-Governance features,Yes
18,Chennai,Tamil Nadu,I,ABD,8.89,IT,Integration,Integration of all utilities using GIS,Yes
18,Chennai,Tamil Nadu,I,ABD,4.2,Water & Sanitation,Sanitation Toilets,Modular e-toilets,Maybe
18,Chennai,Tamil Nadu,I,ABD,9.9,Transport,Pedestrian Infrastructure,Pedestrianised streets,No
18,Chennai,Tamil Nadu,I,ABD,7.43,Transport,Pedestrian Infrastructure,Traffic calming streets,No
18,Chennai,Tamil Nadu,I,ABD,15.84,Transport,Pedestrian Infrastructure,Differently-abled footpath,No
18,Chennai,Tamil Nadu,I,ABD,15.84,Transport,NMT,Bicycle lanes,No
18,Chennai,Tamil Nadu,I,ABD,120,Transport,Parking,MLCPs with ICT application,Yes
18,Chennai,Tamil Nadu,I,ABD,0.3,Transport,Parking,On-Street Parking Management system with ICT application,Yes
18,Chennai,Tamil Nadu,I,ABD,0.15,Transport,NMT,Cycle Sharing system with ICT Application,Yes
18,Chennai,Tamil Nadu,I,ABD,6.2,Transport,Para Transit,Installation of solar charging stations for e-Rickshaws,No
18,Chennai,Tamil Nadu,I,ABD,5.12,Transport,Traffic,Smart signalling,Yes
